tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
570296273611448320,0,0.6522,7,0.3478,US Airways,,ashleycolburn,,0,airway two tight connection charlotte frankfurter,,2015-02-24 10:56:41 -0800,San Diego,Pacific Time (US & Canada)
570296212336865283,0,0.6863,7,0.3585,US Airways,,UyonJ,,0,airway said way get plane leave make connection cobblestone fee instead carlie late flight,,2015-02-24 10:56:27 -0800,nan,
570295658185408512,2,0.6778,9,,US Airways,,KenzieC_,,0,airway thank calling headchair,,2015-02-24 10:54:15 -0800,"Boynton Beach, FL",Eastern Time (US & Canada)
570295637708816384,0,1.0,3,0.6654,US Airways,,CLChicosky,,0,airway ur response inconvenience matter u unwanted sit 3 extra nights city out compo monotonously,,2015-02-24 10:54:10 -0800,nan,
570295405818335236,1,0.6329,9,0.0,US Airways,,oscarmichv,,0,airway forgot password dont know namer correct want use miles,,2015-02-24 10:53:14 -0800,Facebook: BÚFALOS F.C.,
570295290063925249,1,0.669,9,0.0,US Airways,,renvas,,0,airway question friend flight got uncancelled flightless book flight leaving lachsa hilly germanyl,,2015-02-24 10:52:47 -0800,Charleston/Houston,Quito
570295202616889345,1,0.6843,9,0.0,US Airways,,djndc4l,,0,airway yes confirmation number,,2015-02-24 10:52:26 -0800,nan,
570294237348143104,1,1.0,9,,US Airways,,idk_but_youtube,,0,airway know suicide second leading cause death among teens cobblestone,,2015-02-24 10:48:36 -0800,1/1 loner squad,Eastern Time (US & Canada)
570293289045364736,2,1.0,9,,US Airways,,ToxicLayge,,0,airway getting sorted thanks,,2015-02-24 10:44:50 -0800,nan,London
570292371340062720,0,0.6841,1,0.6841,US Airways,,ajbibbs,,0,airway sadly imi currently booked one flight tomorrow hanging,,2015-02-24 10:41:11 -0800,nan,
570291091204919297,1,0.6593,9,0.0,US Airways,,pinkgolftees,,0,airway certainly impression ashes,,2015-02-24 10:36:06 -0800,"Denver, CO",Mountain Time (US & Canada)
570290730796777473,0,0.6721,7,0.6721,US Airways,,AshleyKAtherton,,0,airway stand far two us snow storm fitting iowa tomorrow stuck two days,,2015-02-24 10:34:40 -0800,nan,Central Time (US & Canada)
570290421336813568,2,1.0,9,,US Airways,,KenzieC_,,0,airway thank,,2015-02-24 10:33:26 -0800,"Boynton Beach, FL",Eastern Time (US & Canada)
570289532953874432,1,0.6906,9,0.0,US Airways,,CapuanoESPN,,0,airway know left something last flight literally run make connection retrieve please,,2015-02-24 10:29:54 -0800,Wherever Travel Team C sent me,Eastern Time (US & Canada)
570289473898082305,0,0.6765,1,0.3634,US Airways,,djndc4l,,0,airway cant check onliness flight tomorrow,,2015-02-24 10:29:40 -0800,nan,
570288981847502850,0,1.0,10,0.3542,US Airways,,UyonJ,,0,airway standing gate cobblestone min trying go stand mobcap miss connection help fly us airway,,2015-02-24 10:27:43 -0800,nan,
570288667790594048,0,0.7033,3,0.7033,US Airways,,themainevent001,,0,airway assured pleasant woman gate cobblestone albany any life perfect id sheard enough,,2015-02-24 10:26:28 -0800,Saratoga Springs,
570288445156941824,1,0.6609999999999999,9,0.0,US Airways,,alybullock,,0,airway get receipt change fee originally booked miles,,2015-02-24 10:25:35 -0800,"Washington, DC",Eastern Time (US & Canada)
570288039454486529,0,0.6512,6,0.3256,US Airways,,CLChicosky,,0,airway u didnt bother following booked delta delta understand ust sri provided lunch 4 delay lamp upgrade eats,,2015-02-24 10:23:58 -0800,nan,
570287589216751616,1,1.0,9,,US Airways,,AshleyKAtherton,,0,airway even goffered fly another airport said wouldnt explanation cant,,2015-02-24 10:22:11 -0800,nan,Central Time (US & Canada)
570287318264905729,1,0.6762,9,,US Airways,,gleenc,,0,airway travel advisory coming carolina bad weather,,2015-02-24 10:21:06 -0800,nan,
570286925556424705,0,1.0,3,0.6635,US Airways,,EEB4,,0,airway error w preferred status lamp imi able reach agent via phone travel friday need resolved contact infold,,2015-02-24 10:19:33 -0800,"Washington, DC",Eastern Time (US & Canada)
570286345454800896,0,1.0,7,0.6495,US Airways,,MauererPower,,2,airway americana pilot forget log book waiting plane cobblestone min nondrinking,,2015-02-24 10:17:14 -0800,nan,Central Time (US & Canada)
570286290203070465,0,1.0,3,0.6942,US Airways,,AshleyKAtherton,,0,airway already one person said wouldnt anything another said didnt know first person stalked 2 said,,2015-02-24 10:17:01 -0800,nan,Central Time (US & Canada)
570286035118071808,0,1.0,3,0.6826,US Airways,,djndc4l,,0,airway sheraton hour hold far,,2015-02-24 10:16:00 -0800,nan,
570285320085880832,0,1.0,7,1.0,US Airways,,HPUgradMM,,0,airway ort darat nice another delay sair second one trip left engine hatmaking next sair happy,,2015-02-24 10:13:10 -0800,Triad,
570285070184898561,0,1.0,3,1.0,US Airways,,JustinEhlert,,0,airway want love cobblestone minute hold help understand switched loyalty program gyrochrome,,2015-02-24 10:12:10 -0800,"Austin, tx",
570284855163883520,0,0.6563,3,0.6563,US Airways,,djndc4l,,0,airway cobblestone minute nice customer service got going,,2015-02-24 10:11:19 -0800,nan,
570281232287731712,0,1.0,3,1.0,US Airways,,djndc4l,,0,airway cobblestone minute hold far still havent spoke human never musing,,2015-02-24 09:56:55 -0800,nan,
570280852791422976,1,0.6421,9,0.0,US Airways,,mdendas,,0,airway remail address page whyfor,,2015-02-24 09:55:25 -0800,nan,Eastern Time (US & Canada)
570280737951375360,0,1.0,1,1.0,US Airways,,themainevent001,,0,airway idea upset frustrate right ill sure follow never flying,,2015-02-24 09:54:57 -0800,Saratoga Springs,
570280653389996034,0,1.0,10,0.6616,US Airways,,mcrowe6655,,0,airway person go number one stand list number twelve three hour super platinum diamond status,,2015-02-24 09:54:37 -0800,Cleveland,Mountain Time (US & Canada)
570280436796166144,0,0.664,6,0.336,US Airways,,themainevent001,,0,airway forget reservation thank great leadership company jive uncancelled flighted flight thank,,2015-02-24 09:53:46 -0800,Saratoga Springs,
570279106090274817,2,1.0,9,,US Airways,,mlmoore2,,0,airway great job today team unchallenging weather delay flight cobblestone charlotte travel friendly,,2015-02-24 09:48:28 -0800,"Gulfport, MS",Central Time (US & Canada)
570279050276704257,1,0.6354,9,,US Airways,,sundialtours,,0,airway airport snow removal method cobblestone keep good work folksy cess become cobblestone butterscotch,,2015-02-24 09:48:15 -0800,"Astoria, OR",Tijuana
570278902959988736,1,1.0,9,,US Airways,,AshleyKAtherton,,0,airway cant even accommodate us wetting us fly another airport horrible service fault,,2015-02-24 09:47:40 -0800,nan,Central Time (US & Canada)
570278432417972224,0,0.6523,2,0.6523,US Airways,,RyanDrinks42,,2,airway saturday snow redcap area excited flight uncancelled flightless sad went missing,,2015-02-24 09:45:48 -0800,Just outside of Thunder Dome,Eastern Time (US & Canada)
570278202897276928,0,0.6616,3,0.3429999999999999,US Airways,,wyattmel,,0,airway americana love guy lamp imi gona let finish jive hold 1 hour trying book flight w voucher,,2015-02-24 09:44:53 -0800,nan,Eastern Time (US & Canada)
570277612389412864,0,0.6448,5,0.6448,US Airways,,pinkgolftees,,0,airway helpful employee change boarding zone space pump rediscipline fail,,2015-02-24 09:42:32 -0800,"Denver, CO",Mountain Time (US & Canada)
570276878788861953,0,1.0,8,0.6875,US Airways,,RogerWaterer,,0,airway need talk person bag waiting hold two hour bag isba redeliver last night onliness naysay found,,2015-02-24 09:39:37 -0800,nan,
570276806512779264,1,1.0,9,,US Airways,,dagzapatero,,0,airway 2 call lamp wasted 3 urs hold change coming divided award weather relate flight flight yalla disconnected cobblestone please help,,2015-02-24 09:39:20 -0800,Tidewater - Virginia,Atlantic Time (Canada)
570276681551732736,0,1.0,8,1.0,US Airways,,_Leycar,,0,airway dont want sympathy want someone make effort find bag,,2015-02-24 09:38:50 -0800,nan,Eastern Time (US & Canada)
570276439829774336,0,1.0,3,0.6854,US Airways,,pinkgolftees,,0,airway spoke someone told breast pump arent medical equipment unplanned better,,2015-02-24 09:37:53 -0800,"Denver, CO",Mountain Time (US & Canada)
570275106724782080,0,0.6656,8,0.6656,US Airways,,tuneday,,0,airway cobblestone preferred back baggage reservice left airport seat cobblestone,,2015-02-24 09:32:35 -0800,"Philadelphia, PA",
570274750821486592,2,1.0,9,,US Airways,,DCEssig,,0,airway thank much,,2015-02-24 09:31:10 -0800,nan,Eastern Time (US & Canada)
570274417546113025,1,0.7002,9,0.0,US Airways,,tuneday,,0,airway left personal stuff us phobos hour ago went baggage told plane left call cobblestone,,2015-02-24 09:29:50 -0800,"Philadelphia, PA",
570274302118858752,0,1.0,1,0.6614,US Airways,,ajbibbs,,0,airway first impression hard reverse horrible first experience never fly,,2015-02-24 09:29:23 -0800,nan,
570274057729519617,1,1.0,9,,US Airways,,themainevent001,,0,airway phone number remail address customer service,,2015-02-24 09:28:25 -0800,Saratoga Springs,
570273880486629377,0,1.0,2,0.3545,US Airways,,themainevent001,,0,airway going unplanned understatement flight change werent family emergency id uncancelled flight,,2015-02-24 09:27:42 -0800,Saratoga Springs,
570273188485197825,0,0.6674,7,0.6674,US Airways,,SteveBass2,,0,airway 2 hour plane least got us direct flight couple hour late flight united,"[40.6954621, -74.1733106]",2015-02-24 09:24:57 -0800,nan,
570272465299083264,0,1.0,8,1.0,US Airways,,DannyLawray,,0,airway sadly didnt help meeting work today seeing presentation major strike,,2015-02-24 09:22:05 -0800,"Dumfries, Virginia",Eastern Time (US & Canada)
570272309434564608,0,0.6875,8,0.3542,US Airways,,RyanDrinks42,,2,airway eyey looking pand better chance ringing home,,2015-02-24 09:21:28 -0800,Just outside of Thunder Dome,Eastern Time (US & Canada)
570272154635374592,0,1.0,8,1.0,US Airways,,_Leycar,,0,airway bag still lost get anyone phone assist racking update stopped,,2015-02-24 09:20:51 -0800,nan,Eastern Time (US & Canada)
570271713512046592,2,0.6549,9,,US Airways,,JenRomanoff,,0,airway thanks,,2015-02-24 09:19:06 -0800,nan,Eastern Time (US & Canada)
570271209822294016,1,1.0,9,,US Airways,,JenRomanoff,,0,airway make reservation,,2015-02-24 09:17:06 -0800,nan,Eastern Time (US & Canada)
570271160363057154,1,0.6749,9,0.0,US Airways,,JenRomanoff,,0,airway didnt make reservation yet hanging name dividend miles account,,2015-02-24 09:16:54 -0800,nan,Eastern Time (US & Canada)
570270772746461186,0,1.0,3,1.0,US Airways,,suzkschir6,,0,airway cobblestone minute imi trained mon cant better,,2015-02-24 09:15:21 -0800,nan,
570270630660218881,1,1.0,9,,US Airways,,DCEssig,,0,airway qualify free st checked bag applied check musing companion ticket,,2015-02-24 09:14:48 -0800,nan,Eastern Time (US & Canada)
570269976042573824,0,1.0,3,0.6444,US Airways,,JenRomanoff,,0,airway direct number dividend miles account infold every time try get actually hung,,2015-02-24 09:12:12 -0800,nan,Eastern Time (US & Canada)
570269272502607873,0,0.6737,6,0.3684,US Airways,,haascc6,,0,airway trying use chairman upgrade certy flybelt cobblestone cobblestone told option cobblestone open eats thanks,,2015-02-24 09:09:24 -0800,nan,Eastern Time (US & Canada)
570267781859557377,0,1.0,3,1.0,US Airways,,JenRomanoff,,0,airway jive trying call since yesterday keep getting hung get,,2015-02-24 09:03:28 -0800,nan,Eastern Time (US & Canada)
570266871586553856,1,1.0,9,,US Airways,,msergovich5,,0,airway whats charge oversize overweight,,2015-02-24 08:59:51 -0800,nan,Atlantic Time (Canada)
570265780186710017,1,1.0,9,,US Airways,,JenRomanoff,,0,airway legal last name technically name change used wrong name,,2015-02-24 08:55:31 -0800,nan,Eastern Time (US & Canada)
570265699215675392,0,0.3913,6,0.3913,US Airways,,JenRomanoff,,0,airway award travel ticket cannot since different last name simply need change,,2015-02-24 08:55:12 -0800,nan,Eastern Time (US & Canada)
570265609122029568,1,0.6737,9,0.0,US Airways,,JenRomanoff,,0,airway hi dividend miles account accidentally listed newly married name opposed legal name trying book,,2015-02-24 08:54:50 -0800,nan,Eastern Time (US & Canada)
570264306350227456,0,0.636,3,0.3299,US Airways,,xafbcn,,0,airway ok thank you call pain us seating assistance,,2015-02-24 08:49:40 -0800,Barcelona,Brussels
570262977947013120,1,1.0,9,,US Airways,,itsandrewhorn,,0,airway check bag final destination even though bought separate ticket triad phlegm phlegm israel,,2015-02-24 08:44:23 -0800,Brooklyn,Eastern Time (US & Canada)
570262676481421312,0,1.0,0,0.7085,US Airways,,DougAsano,,0,airway day coffee lamp 1 working toilet read domestic hairline whing foreign competition coincidence skies,,2015-02-24 08:43:11 -0800,nan,
570259388872695808,1,1.0,9,,US Airways,,msergovich5,,0,airway much check golf club flight oversized,,2015-02-24 08:30:07 -0800,nan,Atlantic Time (Canada)
570259268844314625,1,1.0,9,,US Airways,,DaveKrupinski,,0,airway cobblestone unable use undeparting flight still use unreturning flight,,2015-02-24 08:29:39 -0800,"New York, NY",Eastern Time (US & Canada)
570258946860171264,1,1.0,9,,US Airways,,GMLane,,0,airway possible uncancelled flight reservation onliness,,2015-02-24 08:28:22 -0800,nan,Eastern Time (US & Canada)
570258435448688641,0,1.0,2,0.3474,US Airways,,GMLane,,0,airway jive hold rebook uncancelled flighted flight two hour know weather huge impact anticipate,,2015-02-24 08:26:20 -0800,nan,Eastern Time (US & Canada)
570258209534922752,0,1.0,3,0.6665,US Airways,,SoClutchAllie,,0,airway hold 5 hour believe overcharge cobblestone flight need immediate explanation help,,2015-02-24 08:25:26 -0800,"In a galaxy far, far away :sparkles:",Pacific Time (US & Canada)
570257918798516224,1,1.0,9,,US Airways,,oliviahaymond,,0,airway thank although musing miles card flight booking problem companion ticket booked phone,,2015-02-24 08:24:17 -0800,"Tampa, Florida",Eastern Time (US & Canada)
570257107737571329,2,0.6667,9,,US Airways,,mikebrandes,,0,airway made th,,2015-02-24 08:21:04 -0800,"Minneapolis, MN",Eastern Time (US & Canada)
570256300556165122,0,1.0,3,1.0,US Airways,,CoryDauphin,,0,airway still hold lehr cobblestone thank god chairman status status match delta,,2015-02-24 08:17:51 -0800,nan,
570255224155348992,1,1.0,9,,US Airways,,oliviahaymond,,0,airway phone line call hisn affected bad weather trying book vacation eyey,,2015-02-24 08:13:34 -0800,"Tampa, Florida",Eastern Time (US & Canada)
570253865066602497,0,1.0,3,1.0,US Airways,,msergovich5,,0,airway worst customer service cant even get rep ottar skidding,,2015-02-24 08:08:10 -0800,nan,Atlantic Time (Canada)
570252052099678208,0,1.0,3,1.0,US Airways,,yorkshire2002,,1,airway beam maybe hold cobblestone minute amazing,,2015-02-24 08:00:58 -0800,Kentucky,Eastern Time (US & Canada)
570251909447192577,0,1.0,8,1.0,US Airways,,yorkshire2002,,1,airway beam real live person talk person whose luggage lost 4 days vacation unwrecked yorkshire,,2015-02-24 08:00:24 -0800,Kentucky,Eastern Time (US & Canada)
570250989305004033,0,1.0,7,1.0,US Airways,,mikebrandes,,0,airway elt departure undelayed hooping make connection lengthy take delay endless taxing elt,,2015-02-24 07:56:45 -0800,"Minneapolis, MN",Eastern Time (US & Canada)
570250443034640384,2,0.7039,9,0.0,US Airways,,yorkshire2002,,0,airway imi glad beam sweetweed otherwise ignore numerous tweet sent ducking amazing,,2015-02-24 07:54:35 -0800,Kentucky,Eastern Time (US & Canada)
570249204767055872,0,1.0,8,1.0,US Airways,,DannyLawray,,0,airway trusting still gotten back bag sent any mystery shame time,,2015-02-24 07:49:39 -0800,"Dumfries, Virginia",Eastern Time (US & Canada)
570248954572619776,0,1.0,8,1.0,US Airways,,DannyLawray,,0,airway never travel us airway flew la redcap last night ind time hairline bag didnt arrive,,2015-02-24 07:48:40 -0800,"Dumfries, Virginia",Eastern Time (US & Canada)
570248242853773312,2,1.0,9,,US Airways,,OneT_Mat,,0,airway hah worrier guy best 1 spelling name correctly,,2015-02-24 07:45:50 -0800,"Boston, MA",Atlantic Time (Canada)
570247763704868864,0,1.0,3,1.0,US Airways,,JenRomanoff,,0,airway like call iva trying since yesterday one unanswering,,2015-02-24 07:43:56 -0800,nan,Eastern Time (US & Canada)
570245576815546368,0,1.0,3,0.6897,US Airways,,bergie72,,0,airway sri phlegm suck flybelt cobblestone get exdie get rebook next day stand cobblestone hopeful,,2015-02-24 07:35:14 -0800,"Hanover Twp, PA",
570243874062503936,0,1.0,3,1.0,US Airways,,JenRomanoff,,0,airway hello anyone behind twitter account customer,,2015-02-24 07:28:28 -0800,nan,Eastern Time (US & Canada)
570242474750423040,0,1.0,3,1.0,US Airways,,JenRomanoff,,0,airway keep getting hung please respond book ticket wont able buy one unless speak someone,,2015-02-24 07:22:55 -0800,nan,Eastern Time (US & Canada)
570242452092813312,0,1.0,2,1.0,US Airways,,OneT_Mat,,0,airway hey yeah last time got phone call flight uncancelled flightless ca bos,,2015-02-24 07:22:49 -0800,"Boston, MA",Atlantic Time (Canada)
570242191685234688,0,0.6316,1,0.3263,US Airways,,_Justin22_,,0,airway prepared weather want find take train phlegm catch connection,,2015-02-24 07:21:47 -0800,nan,Eastern Time (US & Canada)
570241590758920192,0,1.0,2,1.0,US Airways,,yorkshire2002,,0,airway decidingly wreck vacation losing luggage uncancelled flighted flight go maneuver,,2015-02-24 07:19:24 -0800,Kentucky,Eastern Time (US & Canada)
570240576144211968,2,0.3782,9,0.0,US Airways,,david_drhealey,,0,airway see board tomorrow,,2015-02-24 07:15:22 -0800,"Central, New Jersey",Hawaii
570239546673238017,0,1.0,3,0.6527,US Airways,,_Justin22_,,0,airway hold cobblestone minute calling flight undelayed type service acceptable,,2015-02-24 07:11:17 -0800,nan,Eastern Time (US & Canada)
570237453229019137,0,1.0,3,1.0,US Airways,,DocUX,,0,airway hold 2 hour something done less 1 minute available site tux awe full,,2015-02-24 07:02:58 -0800,USA,Quito
570236495367315456,0,0.6842,3,0.3474,US Airways,,dgjessee,,0,airway drop fee cobblestone ort make sense eu hairline charge 0 canada charge reasonable cobblestone,,2015-02-24 06:59:09 -0800,"Atlanta, United States",Eastern Time (US & Canada)
570236313393373186,0,1.0,3,0.6378,US Airways,,david_drhealey,,0,airway understand still able view reservation onliness,,2015-02-24 06:58:26 -0800,"Central, New Jersey",Hawaii
570235676916117504,0,0.669,7,0.3365,US Airways,,Dukestuaff,,0,airway another fiasco national forever jet gate am flight ardu,,2015-02-24 06:55:54 -0800,"Durham, NC",Eastern Time (US & Canada)
570235609933078529,0,1.0,3,1.0,US Airways,,oliviahaymond,,0,airway good know phone customer service still unimpaired due bad weather week ago anyone,,2015-02-24 06:55:38 -0800,"Tampa, Florida",Eastern Time (US & Canada)
570232671353376769,0,1.0,6,0.6697,US Airways,,TheVoiceofBrian,,1,airway ok day cobblestone trying book flight 4 ur system still naysay due weather back late flight business,,2015-02-24 06:43:57 -0800,YouTube.com/VOiceofBrian,Central Time (US & Canada)
570231786824994816,0,1.0,1,1.0,US Airways,,yorkshire2002,,0,airway thanks ruing vacation best done without,,2015-02-24 06:40:27 -0800,Kentucky,Eastern Time (US & Canada)
570231607757381632,0,1.0,7,1.0,US Airways,,MadeleineDay,,0,airway americana honeymoon undelayed day gas cap screwed flight cobblestone trusting,,2015-02-24 06:39:44 -0800,St. Louis,Pacific Time (US & Canada)
570230527032229889,0,1.0,1,0.6661,US Airways,,HRKatWrangler,,0,airway policy needs serious revision abies fortunately choice choose southwest,,2015-02-24 06:35:26 -0800,"Hudson Valley, NY",Atlantic Time (Canada)
570229647713148928,0,1.0,3,1.0,US Airways,,lj_verde,,0,airway still snoring question airway consistently providing poor customer service,,2015-02-24 06:31:57 -0800,DC,Eastern Time (US & Canada)
570229176621510659,0,1.0,8,0.6629999999999999,US Airways,,mcgarr_ok,,0,airway hotel still dont work folder business casual clothes worst conycatcher,,2015-02-24 06:30:04 -0800,nan,
570226365410230272,0,1.0,3,0.6391,US Airways,,gregdarley,,0,airway oh got right agent kept cutting hold still didnt fix problem,,2015-02-24 06:18:54 -0800,nan,Eastern Time (US & Canada)
570226104839090176,0,1.0,7,0.3516,US Airways,,MandiBPro,,0,airway preflight booking problem event imi flying attend waiting tway driver still tarmac,,2015-02-24 06:17:52 -0800,"Jacksonville, FL",Eastern Time (US & Canada)
570225817873227776,0,1.0,8,1.0,US Airways,,mcgarr_ok,,0,airway baggage team recording tell bag still dasnt found undelayed baggage link web conveniently working worst,,2015-02-24 06:16:43 -0800,nan,
570224746652160000,0,1.0,3,1.0,US Airways,,NicoleCarmellaF,,0,airway trying week use,,2015-02-24 06:12:28 -0800,nan,
570223944260849664,0,1.0,1,1.0,US Airways,,mikeyyyyyyy_,,0,airway give free baggage mess,,2015-02-24 06:09:17 -0800,nan,Central Time (US & Canada)
570223851570909185,0,0.6537,10,0.6537,US Airways,,MandiBPro,,0,airway gate traffic ca flight arrive cobblestone rectilinearly flight cobblestone leaving cobblestone minute several us stuck hold plane,,2015-02-24 06:08:55 -0800,"Jacksonville, FL",Eastern Time (US & Canada)
570223460632403969,0,1.0,0,0.3474,US Airways,,PrettyMommy86,,0,airway really feel like company needs evaluate unpolicied lamp realize transfer possible ticket,,2015-02-24 06:07:21 -0800,nan,
570222748615598081,1,1.0,9,,US Airways,,WhatSarahSayzz,,0,airway know probably way get cheapery fairer ticket flight leaving hour handed,,2015-02-24 06:04:32 -0800,nan,Pacific Time (US & Canada)
570222481618948096,0,1.0,3,0.6872,US Airways,,lmeckPR,,0,airway seriously see jive spent 2 days multiple hour hold shang hour,,2015-02-24 06:03:28 -0800,Maryland,Quito
570220968435716097,2,0.6991,9,,US Airways,,LouiseMcElwee,,0,airway waiting flight right thanks,,2015-02-24 05:57:27 -0800,#yeahTHATgreenville SC,
570219953741279232,1,1.0,9,,US Airways,,jmkagan,,0,airway add tsar prey number unexisting reservation,,2015-02-24 05:53:25 -0800,"Washington, DC",Quito
570219138125324288,1,0.6326,9,0.0,US Airways,,NicoleCarmellaF,,0,airway please someone call cobblestone cobblestone cobblestone,,2015-02-24 05:50:11 -0800,nan,
570217639584395264,2,0.6983,9,0.0,US Airways,,stevan_hicks,,0,airway back gate opposite wheel imi sure well get teethe eventually thanks,,2015-02-24 05:44:14 -0800,nan,
570217450874146818,0,1.0,3,1.0,US Airways,,TrevorHam01,,0,airway r u aware wait time talk alesan agent always cobblestone minute unacceptable least employ call back feature,,2015-02-24 05:43:29 -0800,NYC,
570215793511825408,1,1.0,9,,US Airways,,RockUrHumanity,,0,airway lamp americana 1 flight uncancelled flightless yesterday delay today unrobbed daughter 2 days grandparent thanks,,2015-02-24 05:36:53 -0800,East Coast/New England,Eastern Time (US & Canada)
570215234088116224,0,0.6452,7,0.6452,US Airways,,stevan_hicks,,0,airway cobblestone connection charlotte houstonia mechanical issue determined cobblestone take checked bag,,2015-02-24 05:34:40 -0800,nan,
570214488739225601,0,1.0,8,1.0,US Airways,,kintheusa,,0,airway admi please regard update lost bag please,,2015-02-24 05:31:42 -0800,nan,
